Assembly	# misassemblies	    # relocations	    # translocations	    # inversions	# possibly misassembled contigs	# misassembled contigs	Misassembled contigs length	# local misassemblies	# structural variations	# mismatches	# indels	    # short indels	    # long indels	Indels length
Gold_Assembly	0	0	0	0	1	0	0	0	0	0	0	0	0	0
IDBA_UD	0	0	0	0	0	0	0	0	0	8	0	0	0	0
Ray	0	0	0	0	0	0	0	1	0	5	0	0	0	0
SOAPdenovo2	0	0	0	0	0	0	0	0	0	18	23	4	19	778
SPAdes	1	1	0	0	0	1	88127	0	0	50	3	3	0	5
