Assembly	IDBA_UD	Ray	SOAPdenovo2	SPAdes
# fully unaligned contigs	0	0	0	0
Fully unaligned length	0	0	0	0
# partially unaligned contigs	101	8	172	181
    # with misassembly	5	1	55	5
    # both parts are significant	35	2	4	80
Partially unaligned length	208652	75871	97717	519399
# N's	4757	1778	41997	14961
