Assembly	# misassemblies	    # relocations	    # translocations	    # inversions	# possibly misassembled contigs	# misassembled contigs	Misassembled contigs length	# local misassemblies	# structural variations	# mismatches	# indels	    # short indels	    # long indels	Indels length
IDBA_UD	49	49	0	0	203	43	286221	65	11	36693	974	897	77	2319
Ray	11	11	0	0	41	9	28312	29	1	5695	163	160	3	230
SOAPdenovo2	4	4	0	0	56	4	5028	226	4	9618	212	206	6	334
SPAdes	44	44	0	0	214	35	239154	36	6	35665	827	787	40	1554
