Assembly	IDBA_UD	Ray	SOAPdenovo2	SPAdes
# fully unaligned contigs	0	0	0	0
Fully unaligned length	0	0	0	0
# partially unaligned contigs	58	67	158	132
    # with misassembly	3	6	16	9
    # both parts are significant	37	17	30	77
Partially unaligned length	521788	54302	113094	940290
# N's	1710	64869	56451	8294
