Assembly	# misassemblies	    # relocations	    # translocations	    # inversions	# possibly misassembled contigs	# misassembled contigs	Misassembled contigs length	# local misassemblies	# structural variations	# mismatches	# indels	    # short indels	    # long indels	Indels length
Gold_Assembly	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IDBA_UD	11	0	11	0	0	9	2164416	0	0	9	1	0	1	9
Ray	12	0	12	0	3	9	1520106	1	0	6	9	3	6	122
SOAPdenovo2	2	0	2	0	0	2	28461	0	0	491	452	174	278	9953
SPAdes	10	0	10	0	3	10	1147192	0	0	913	19	17	2	91
