Assembly	# misassemblies	    # relocations	    # translocations	    # inversions	# possibly misassembled contigs	# misassembled contigs	Misassembled contigs length	# local misassemblies	# structural variations	# mismatches	# indels	    # short indels	    # long indels	Indels length
IDBA_UD	12	4	8	0	65	7	13622	20	0	17967	324	276	48	1562
Ray	17	12	5	0	92	13	132113	44	1	16633	477	440	37	1175
SOAPdenovo2	3	2	1	0	55	2	5007	16	0	5125	151	89	62	1604
SPAdes	7	4	3	0	57	7	23398	7	0	15851	334	307	27	996
