Assembly	# misassemblies	    # relocations	    # translocations	    # inversions	# possibly misassembled contigs	# misassembled contigs	Misassembled contigs length	# local misassemblies	# structural variations	# mismatches	# indels	    # short indels	    # long indels	Indels length
IDBA_UD	19	7	12	0	49	19	66575	45	3	35231	1100	922	178	4245
Ray	1	0	1	0	3	1	768	5	1	4563	117	111	6	210
SOAPdenovo2	3	0	3	0	10	3	3115	16	1	4521	139	98	41	1228
SPAdes	15	5	9	1	41	14	54403	33	3	34056	922	781	141	3173
