Assembly	# misassemblies	    # relocations	    # translocations	    # inversions	# possibly misassembled contigs	# misassembled contigs	Misassembled contigs length	# local misassemblies	# structural variations	# mismatches	# indels	    # short indels	    # long indels	Indels length
Gold_Assembly	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IDBA_UD	13	0	13	0	0	10	979518	3	0	102	2	2	0	5
Ray	2	0	2	0	0	2	6388	9	0	29	3	0	3	154
SOAPdenovo2	4	0	4	0	0	4	14824	1	0	697	118	56	62	841
SPAdes	14	1	13	0	0	9	782785	4	0	999	20	14	6	207
