Assembly	# misassemblies	    # relocations	    # translocations	    # inversions	# possibly misassembled contigs	# misassembled contigs	Misassembled contigs length	# local misassemblies	# structural variations	# mismatches	# indels	    # short indels	    # long indels	Indels length
IDBA_UD	1	0	1	0	6	1	664	0	0	663	22	20	2	53
Ray	0	0	0	0	2	0	0	1	0	225	14	14	0	23
SOAPdenovo2	0	0	0	0	1	0	0	6	0	236	1	1	0	1
SPAdes	0	0	0	0	10	0	0	0	0	633	24	20	4	64
