Assembly	# misassemblies	    # relocations	    # translocations	    # inversions	# possibly misassembled contigs	# misassembled contigs	Misassembled contigs length	# local misassemblies	# structural variations	# mismatches	# indels	    # short indels	    # long indels	Indels length
IDBA_UD	7	7	0	0	25	6	10871	6	0	5466	167	141	26	481
Ray	1	1	0	0	11	1	5309	9	0	1107	22	19	3	61
SOAPdenovo2	3	3	0	0	5	3	2774	99	0	1833	25	22	3	112
SPAdes	3	3	0	0	49	3	3170	6	0	7292	304	236	68	1371
