Assembly	# misassemblies	    # relocations	    # translocations	    # inversions	# possibly misassembled contigs	# misassembled contigs	Misassembled contigs length	# local misassemblies	# structural variations	# mismatches	# indels	    # short indels	    # long indels	Indels length
IDBA_UD	5	2	0	3	15	4	44229	4	0	3785	168	146	22	502
Ray	1	1	0	0	14	1	4199	21	0	1839	52	50	2	87
SOAPdenovo2	1	1	0	0	9	1	10184	122	0	2549	78	73	5	157
SPAdes	2	2	0	0	23	2	73370	2	0	3643	194	164	30	620
