Assembly	# misassemblies	    # relocations	    # translocations	    # inversions	# possibly misassembled contigs	# misassembled contigs	Misassembled contigs length	# local misassemblies	# structural variations	# mismatches	# indels	    # short indels	    # long indels	Indels length
IDBA_UD	65	62	0	3	20	25	739106	16	4	11797	583	520	63	1698
Ray	41	40	0	1	10	20	224359	50	2	6208	236	219	17	682
SOAPdenovo2	15	15	0	0	4	5	44802	8	1	13145	301	282	19	564
SPAdes	71	70	0	1	31	21	1102777	26	2	10782	432	390	42	1513
