Assembly	# misassemblies	    # relocations	    # translocations	    # inversions	# possibly misassembled contigs	# misassembled contigs	Misassembled contigs length	# local misassemblies	# structural variations	# mismatches	# indels	    # short indels	    # long indels	Indels length
Gold_Assembly	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IDBA_UD	27	3	24	0	27	26	19592	0	0	2389	37	36	1	124
Ray	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SOAPdenovo2	0	0	0	0	0	0	0	0	0	222	16	3	13	150
SPAdes	27	5	22	0	19	27	19514	0	0	7968	86	86	0	88
