4	190	5020
4	8238	9893
4	10643	11786
4	12163	15298
4	16751	16960
4	17489	19620
4	21181	25701
4	25826	27227
4	29651	34038
4	34781	39115
4	39244	41931
4	42403	47138
4	47246	49631
4	50380	57109
4	59687	63264
4	66835	70048
4	70387	72115
4	77367	78799
4	78848	83529
4	85630	87848
4	89634	106456
4	107705	110984
4	111649	113219
4	114522	117549
4	118733	120135
4	123017	127587
4	134788	136464
4	142779	145017
4	147944	149601
4	149715	156201
4	157253	160604
4	160782	162031
4	167484	173444
4	175107	176954
4	177001	179153
4	185123	188650
4	189712	190599
4	194903	200360
4	200482	209580
4	209679	213629
4	213678	214125
4	214291	215979
4	218887	219995
4	220113	222645
4	231122	232549
4	232597	234782
4	245961	246502
4	250898	253161
4	259612	262170
4	262552	264430
4	264528	265777
4	274549	276871
4	281481	284392
4	284619	287623
4	292444	294023
4	296605	301797
4	303719	310560
4	311598	312001
4	314506	315677
4	316950	317791
4	320832	323677
4	324801	328558
4	334504	338967
4	339389	341731
4	349236	353816
4	354146	356678
4	358023	360370
4	360473	365529
4	365652	367644
4	367835	374105
4	377686	379105
4	384456	387870
4	390963	392134
4	395863	398190
4	405629	406394
4	406652	407685
4	411831	416176
4	416366	418408
4	418815	421583
4	424235	429700
4	432226	434780
4	434858	436331
4	437539	440567
4	442275	443739
4	446039	450834
4	451294	453391
4	455901	457924
4	464076	466536
4	467607	471641
4	471822	473476
4	479314	479932
4	480478	484843
4	489334	490036
4	491316	494234
4	510865	513092
4	513625	514997
4	515143	516586
4	516649	518989
4	518957	522054
4	529356	531445
4	531675	533050
4	533140	535710
4	536857	542257
4	542485	545587
4	548850	550555
4	550750	553660
4	555884	556964
4	558197	563068
4	566056	567227
4	570116	571474
4	571591	573093
4	576621	577333
4	577550	577791
4	586314	592401
4	592551	594666
4	596354	601080
4	604741	606606
4	612038	617261
4	618607	621412
4	624108	628936
4	633970	635792
4	645854	651079
4	651458	653765
4	660860	663186
4	663325	668259
4	668519	674006
4	675934	678065
4	678731	680886
4	683753	685892
4	688566	692601
4	695653	696356
4	698797	702834
4	707557	709339
4	709423	709948
4	712210	714421
4	716169	719683
4	720279	728044
4	738224	740148
4	742050	745949
4	747144	752018
4	754400	757628
4	757929	761962
4	762237	764272
4	765207	769834
4	770681	773825
4	773975	776830
4	776963	779612
4	779988	780141
4	780291	780445
4	781308	783108
4	787020	791278
4	791539	793867
4	794312	796835
4	799982	802543
4	806656	808480
4	808567	812170
4	816267	818970
4	820765	823720
4	824225	829866
4	832293	835433
4	837413	840754
4	844964	846342
4	852406	853988
4	859397	862761
4	863603	865587
4	865791	872024
4	872202	875886
4	881199	882611
4	884169	886562
4	890136	892092
4	893007	898868
4	900089	902957
4	903816	904966
4	904963	910272
4	910405	913037
4	918458	921516
4	922136	924763
4	925951	930185
4	936595	939943
4	940182	944119
4	950495	953689
4	956876	959318
4	960424	962891
4	972760	980009
4	982298	983520
4	992500	996735
4	997713	1003880
4	1007067	1011094
4	1011224	1014682
4	1015175	1017522
4	1020953	1023571
4	1027627	1029192
4	1031362	1036829
4	1036963	1039760
4	1041253	1048555
4	1051070	1051463
4	1057307	1061621
4	1061773	1062998
4	1066087	1066931
4	1067734	1073234
4	1081466	1083870
4	1085329	1091512
4	1093498	1094669
4	1097109	1099417
4	1100074	1102419
4	1103174	1104125
4	1104637	1106999
4	1108558	1112629
4	1117124	1118269
4	1118530	1119809
4	1122630	1124549
4	1124785	1126952
4	1128637	1129351
4	1130241	1133780
4	1133952	1137535
4	1137601	1140209
4	1145812	1150627
4	1152523	1156797
4	1161108	1164908
4	1174650	1179582
4	1179702	1184817
4	1187539	1189670
4	1189839	1194174
4	1196090	1197460
4	1198902	1200255
4	1202491	1204954
4	1206136	1207768
4	1215291	1215858
4	1221528	1222386
4	1223502	1225303
4	1226904	1227961
4	1229990	1231677
4	1236794	1239172
4	1246919	1250061
4	1261249	1262723
4	1262937	1268242
4	1274402	1276841
4	1279087	1285749
4	1286310	1286551
4	1287005	1288355
4	1300923	1304792
4	1304845	1306669
4	1309872	1311687
4	1312742	1313794
4	1314440	1320970
