Assembly	# misassemblies	    # relocations	    # translocations	    # inversions	# possibly misassembled contigs	# misassembled contigs	Misassembled contigs length	# local misassemblies	# structural variations	# mismatches	# indels	    # short indels	    # long indels	Indels length
IDBA_UD	24	5	19	0	17	15	1829271	23	15	27152	798	748	50	1714
Ray	46	12	34	0	19	21	2127664	35	15	27198	802	757	45	1468
SOAPdenovo2	19	6	13	0	15	14	1394888	26	15	26714	809	733	76	2126
SPAdes	29	7	22	0	18	16	1620603	24	15	27051	779	740	39	1374
