Assembly	# misassemblies	    # relocations	    # translocations	    # inversions	# possibly misassembled contigs	# misassembled contigs	Misassembled contigs length	# local misassemblies	# structural variations	# mismatches	# indels	    # short indels	    # long indels	Indels length
IDBA_UD	199	52	139	8	109	67	1494028	161	42	43629	1593	1431	162	4676
Ray	243	64	179	0	95	66	1944569	195	45	45326	1613	1464	149	4130
SOAPdenovo2	129	36	87	6	98	52	1121650	151	31	37262	1327	1127	200	5595
SPAdes	191	46	140	5	104	63	1453907	149	41	44753	1583	1436	147	4299
