Assembly	# misassemblies	    # relocations	    # translocations	    # inversions	# possibly misassembled contigs	# misassembled contigs	Misassembled contigs length	# local misassemblies	# structural variations	# mismatches	# indels	    # short indels	    # long indels	Indels length
IDBA_UD	0	0	0	0	0	0	0	0	0	10	2	2	0	2
Ray	0	0	0	0	0	0	0	0	0	3	1	1	0	1
SOAPdenovo2	0	0	0	0	0	0	0	0	0	3	0	0	0	0
SPAdes	0	0	0	0	0	0	0	0	0	28	4	3	1	12
