Assembly	# misassemblies	    # relocations	    # translocations	    # inversions	# possibly misassembled contigs	# misassembled contigs	Misassembled contigs length	# local misassemblies	# structural variations	# mismatches	# indels	    # short indels	    # long indels	Indels length
IDBA_UD	2	1	0	1	8	2	2267	0	0	2015	63	56	7	131
Ray	0	0	0	0	4	0	0	0	0	311	7	7	0	7
SOAPdenovo2	1	0	1	0	2	1	2259	34	0	506	11	11	0	13
SPAdes	1	0	1	0	14	1	6538	1	0	3310	109	94	15	315
