Assembly	IDBA_UD	Ray	SOAPdenovo2	SPAdes
# fully unaligned contigs	0	0	0	0
Fully unaligned length	0	0	0	0
# partially unaligned contigs	18	3	6	32
    # with misassembly	1	0	1	3
    # both parts are significant	2	1	0	4
Partially unaligned length	234543	20859	3101	298071
# N's	106	0	1225	3460
