Assembly	IDBA_UD	Ray	SOAPdenovo2	SPAdes
# misassemblies	2	2	2	5
    # relocations	1	2	2	5
    # translocations	0	0	0	0
    # inversions	1	0	0	0
# possibly misassembled contigs	23	9	5	27
# misassembled contigs	2	2	2	4
Misassembled contigs length	1949	5041	1474	22213
# local misassemblies	1	8	20	1
# structural variations	1	0	0	0
# mismatches	2492	1171	1173	2307
# indels	111	22	13	61
    # short indels	101	22	13	58
    # long indels	10	0	0	3
Indels length	243	23	13	97
