Assembly	# misassemblies	    # relocations	    # translocations	    # inversions	# possibly misassembled contigs	# misassembled contigs	Misassembled contigs length	# local misassemblies	# structural variations	# mismatches	# indels	    # short indels	    # long indels	Indels length
IDBA_UD	30	8	22	0	35	15	611159	18	2	27145	566	538	28	1022
Ray	8	4	4	0	31	7	39382	29	0	23522	316	306	10	501
SOAPdenovo2	8	0	8	0	42	8	51509	10	0	14304	311	227	84	2069
SPAdes	19	7	12	0	36	12	246851	6	0	25589	520	480	40	1107
