1	4263805	4264884
1	795085	795774
1	2529485	2530246
1	3810754	3811974
1	2260387	2261517
1	4345427	4346767
1	2422539	2423255
1	4199949	4201346
1	5683	6459
1	926697	928418
1	1938337	1939659
1	2585617	2588730
1	2639853	2640866
1	3270809	3271579
1	3331732	3332703
1	3399414	3401354
1	4102995	4103693
1	4585932	4586888
1	4215132	4216436
1	4213501	4215102
1	123017	125680
1	125695	127587
1	4216619	4218355
1	949563	950303
1	2307363	2308427
1	1294669	1297344
1	496399	497043
1	1064808	1066049
1	2817403	2820033
1	1486256	1487695
1	1360767	1362254
1	2306713	2307363
1	2053085	2054539
1	4375834	4376967
1	118733	119284
1	119281	120135
1	1819942	1820280
1	1848884	1849900
1	3097704	3098750
1	51229	51606
1	50380	51222
1	1039840	1041138
1	582904	583653
1	490636	491187
1	66835	68337
1	68348	70048
1	70387	71265
1	65855	66550
1	2978786	2980204
1	1983163	1984152
1	1981579	1983093
1	1980578	1981564
1	410521	411705
1	4637613	4638329
1	3348711	3351047
1	4154036	4154812
1	4153024	4154028
1	3486982	3488202
1	288525	289529
1	3316659	3318002
1	4475330	4476334
1	3382725	3383195
1	1958086	1959819
1	2425031	2425813
1	958035	959318
1	3515420	3516508
1	2444410	2445495
1	3428042	3428860
1	2738102	2739172
1	784856	785908
1	3516565	3517086
1	405629	406153
1	406652	407329
1	120178	121551
1	2836276	2837289
1	3571798	3572901
1	3925178	3926170
1	696736	698400
1	3924568	3925026
1	986808	988208
1	4364914	4366350
1	983742	984932
1	1946774	1948546
1	3916339	3917880
1	3919259	3920074
1	3913576	3913995
1	3914016	3915398
1	3918973	3919212
1	3918441	3918911
1	3915425	3916288
1	3917893	3918426
1	3920083	3920463
1	3737728	3738981
1	2598500	2598970
1	326485	327957
1	327971	328558
1	3464271	3464747
1	3900312	3901724
1	3901743	3903620
1	3903754	3904590
1	807191	808480
1	808567	809607
1	810745	811500
1	809604	810758
1	4171105	4172070
1	3712084	3714417
1	453696	454013
1	4161662	4163506
1	1790833	1791582
1	1325791	1326381
1	4354493	4356640
1	4356720	4358054
1	4358419	4359957
1	29651	30799
1	30817	34038
1	3199913	3201151
1	2229866	2230750
1	4107953	4108708
1	195677	196534
1	1819323	1819643
1	1817880	1819238
1	1817479	1817829
1	1816629	1817471
1	1815172	1816524
1	4636201	4637553
1	1966528	1967388
1	1970860	1971363
1	1965072	1965461
1	1964417	1965061
1	795777	796835
1	864352	865587
1	863603	864352
1	2242800	2244791
1	922487	924763
1	2729622	2732195
1	455901	456524
1	456650	457924
1	2121108	2122544
1	2119633	2121003
1	4101625	4102998
1	3484142	3484774
1	2533856	2534365
1	3718072	3718284
1	629117	631222
1	688566	690104
1	2428297	2428785
1	1488926	1489456
1	770681	772249
1	772265	773404
1	358713	359183
1	359216	360370
1	449887	450834
1	447874	449865
1	447270	447884
1	446941	447270
1	446039	446929
1	2537739	2538836
1	1331879	1332853
1	2871409	2872014
1	2873443	2874351
1	3779764	3780585
1	3495850	3497223
1	2885600	2886334
1	2886409	2888121
1	2888121	2889920
1	2530431	2531402
1	2536694	2537605
1	2872014	2873441
1	2540534	2541550
1	553834	555219
1	2539701	2540534
1	2538826	2539701
1	4121454	4122479
1	661975	663186
1	3326985	3328418
1	879950	881152
1	3513099	3513935
1	2596904	2597782
1	28374	29195
1	185123	185947
1	2589629	2590756
1	1407535	1408908
1	2028923	2030341
1	1623359	1625404
1	102233	103153
1	3303993	3305882
1	2432104	2432763
1	2431034	2431948
1	2429044	2429706
1	4617626	4618849
1	4615346	4616125
1	4618906	4619625
1	881199	881957
1	4254660	4255028
1	179237	180754
1	1645958	1646365
1	1647633	1647821
1	1645644	1645874
1	2435972	2436967
1	160149	160604
1	2220207	2221922
1	940182	942626
1	942637	943254
1	943256	944119
1	3880349	3881752
1	4262337	4263752
1	4598261	4598998
1	205126	208608
1	3209129	3210874
1	14168	15298
1	12163	14079
1	3879244	3880344
1	236067	236798
1	4599001	4599540
1	491316	493247
1	232597	233955
1	2698640	2699020
1	3704121	3705728
1	2477224	2478552
1	2475869	2477206
1	3811955	3812410
1	3220655	3223747
1	3223744	3224193
1	3219488	3220471
1	2301927	2302415
1	1930139	1930780
1	1930817	1932628
1	2904665	2905963
1	627774	628520
1	626917	627774
1	624108	625283
1	608682	609311
1	625293	626903
1	613380	617261
1	106557	107474
1	3411886	3413043
1	585370	586131
1	2700503	2701408
1	3149272	3150006
1	3148840	3149265
1	1015175	1015693
1	2438407	2439627
1	3403458	3403928
1	3403939	3405288
1	1147982	1148935
1	4025632	4026795
1	4026805	4028994
1	2459328	2460668
1	1234161	1234880
1	3068187	3069266
1	4452634	4453632
1	4078322	4079251
1	4295242	4297389
1	4512376	4514700
1	4511429	4512331
1	4510434	4511432
1	4509481	4510437
1	4508713	4509480
1	4515737	4516258
1	4514787	4515740
1	609477	611717
1	622777	623733
1	618607	619422
1	620408	621412
1	617477	618610
1	619419	620411
1	612038	613162
1	2744456	2745817
1	2852360	2854438
1	167484	169727
1	171462	173444
1	169778	170575
1	170575	171465
1	1158585	1160774
1	3488883	3489485
1	4541138	4541686
1	4538980	4539582
1	4542327	4543052
1	4543119	4545755
1	4540060	4540656
1	4545765	4546295
1	4546308	4546811
1	4546831	4547733
1	200971	201996
1	3409293	3409589
1	710158	710688
1	1975871	1976221
1	2017642	2018106
1	2019112	2019525
1	1396798	1397550
1	49823	50302
1	2429696	2430964
1	556098	556964
1	3808366	3809175
1	4378533	4380341
1	4377806	4378540
1	4377400	4377795
1	4377030	4377389
1	4024550	4025251
1	192872	193429
1	2257741	2259432
1	2259449	2260387
1	88028	89032
1	103982	105244
1	3600102	3600770
1	91413	93179
1	103155	103985
1	3602416	3603012
1	98403	99647
1	3599051	3600109
1	3600773	3602266
1	105305	106456
1	2931063	2931710
1	2933606	2935381
1	2935460	2936908
1	2929887	2931038
1	2932257	2933573
1	2937390	2938121
1	2936910	2937332
1	4343703	4345349
1	709423	709869
1	3469422	3471536
1	2790757	2792037
1	790262	791278
1	788054	789202
1	2974621	2975652
1	2238650	2239690
1	789206	790252
1	1860795	1861790
1	3070694	3071713
1	138835	141225
1	2638708	2639826
1	1840395	1841738
1	16751	16903
1	3583104	3584846
1	3921767	3923656
1	3921080	3921703
1	3564623	3566056
1	3569339	3571525
1	3566056	3567351
1	3562157	3564604
1	3567369	3569342
1	3909862	3911691
1	4054648	4056057
1	2685092	2685430
1	4051892	4053301
1	846481	847227
1	4053313	4054362
1	845683	846342
1	844964	845686
1	705316	706980
1	2350669	2352297
1	2352287	2353546
1	2353543	2354733
1	3560036	3561541
1	3559520	3559846
1	4115268	4116113
1	3558645	3559475
1	4113737	4115245
1	2347957	2349033
1	3557870	3558628
1	2349038	2350396
1	752408	753691
1	3352654	3357207
1	3357220	3358638
1	4292504	4293817
1	3825483	3826688
1	2517279	2518694
1	2682276	2683529
1	3722430	3723341
1	3720351	3722420
1	2097886	2099292
1	3644322	3645674
1	3960768	3962252
1	255977	256435
1	3326261	3326737
1	2748137	2748730
1	889719	889976
1	2812905	2814461
1	3089900	3090850
1	2628980	2630557
1	2630626	2632092
1	113444	114487
1	2334815	2337442
1	3875728	3878142
1	1023694	1025748
1	1262937	1264193
1	387977	388951
1	497279	498241
1	173602	174882
1	3985908	3987089
1	4401323	4402327
1	4400061	4401320
1	4398695	4399975
1	4398311	4398619
1	479314	479532
1	963051	963335
1	1590200	1590466
1	1588878	1590200
1	2093149	2093886
1	2091492	2092559
1	2090422	2091492
1	2089121	2090425
1	2093868	2094644
1	2088216	2089115
1	2092559	2093149
1	2094638	2095249
1	2421758	2422531
1	2637323	2638597
1	2432846	2433658
1	200482	200967
1	2683857	2685047
1	1291732	1292145
1	4579482	4581071
1	4581272	4584784
1	4578091	4579485
1	494344	496218
1	1909719	1910600
1	180884	182308
1	1114885	1115805
1	3181835	3182488
1	4198304	4198576
1	460675	460947
1	1031362	1032480
