Assembly	# misassemblies	    # relocations	    # translocations	    # inversions	# possibly misassembled contigs	# misassembled contigs	Misassembled contigs length	# local misassemblies	# structural variations	# mismatches	# indels	    # short indels	    # long indels	Indels length
Gold_Assembly	0	0	0	0	0	0	0	0	0	0	1	0	1	31
IDBA_UD	14	0	14	0	14	11	386544	0	0	181	26	24	2	87
Ray	29	0	29	0	3	23	578770	1	0	8	1	0	1	31
SOAPdenovo2	3	0	3	0	1	3	6135	0	0	905	541	227	314	11347
SPAdes	15	0	15	0	39	15	295491	0	0	2357	91	89	2	180
