Assembly	# misassemblies	    # relocations	    # translocations	    # inversions	# possibly misassembled contigs	# misassembled contigs	Misassembled contigs length	# local misassemblies	# structural variations	# mismatches	# indels	    # short indels	    # long indels	Indels length
Gold_Assembly	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IDBA_UD	1	0	1	0	0	1	74142	4	0	72	14	5	9	103
Ray	1	0	1	0	2	1	74243	2	0	1	17	5	12	158
SOAPdenovo2	0	0	0	0	0	0	0	0	0	207	0	0	0	0
SPAdes	1	0	1	0	0	1	309681	2	0	64	17	5	12	205
